Point_Code,Page_Number,Text_Snippet,Image_File
SP-10,126,"medial cutaneous branch of the saphenous nerve - crural fascia - medial crural cutaneous branches of the saphenous nerve - soleus muscle - tibial nerve, saphenous nerve, and the posterior tibial artery and vein – the tibia. Locating the acupoint: Measure 5 cun down from the lower border of the patel...",/images_acupoints/SP_9_fullpage_125.png
SP-11,127,"Locating the acupoint: With the patient sitting upright, their legs hanging down, and their knees bent, hold the left patella with the center of the right palm, the four fingers should be held together with the thumb opened. The acupoint is located under the thumb position at the distal bulge of the...",/images_acupoints/SP_11_page126.jpeg
SP-12,128,"femoris - femoral artery – the femur. Locating the acupoint: With the patient sitting upright, 6 cun above xuehai Sea of Blood (SP-10), on the line between xuehai Sea of Blood (SP-10) and chongmen Surging Gate (SP-12), locate the acupoint between the sartorius, vastus medialis, and gracilis, where t...",/images_acupoints/SP_10_page127.jpeg
SP-13,128,"femoris - femoral artery – the femur. Locating the acupoint: With the patient sitting upright, 6 cun above xuehai Sea of Blood (SP-10), on the line between xuehai Sea of Blood (SP-10) and chongmen Surging Gate (SP-12), locate the acupoint between the sartorius, vastus medialis, and gracilis, where t...",/images_acupoints/SP_10_page127.jpeg
SP-14,129,"cutaneous branch of the femoral nerve - crural fascia – quadriceps femoris, psoas major, and obturator externus - femoral artery, femoral nerve, and obturator nerve. Locating the acupoint: With the patient lying in a supine position, locate the acupoint 5 cun below daheng Great Horizontal (SP-15), n...",/images_acupoints/SP_14_fullpage_128.png
SP-15,129,"cutaneous branch of the femoral nerve - crural fascia – quadriceps femoris, psoas major, and obturator externus - femoral artery, femoral nerve, and obturator nerve. Locating the acupoint: With the patient lying in a supine position, locate the acupoint 5 cun below daheng Great Horizontal (SP-15), n...",/images_acupoints/SP_14_fullpage_128.png
SP-16,131,"transversus abdominis, and transversalis fascia – delving deeper will lead to the peritoneum. Locating the acupoint: With the patient lying in a supine position, locate the acupoint on the slightly elevated point horizontal to the navel, at 4 cun lateral to the navel. Indications: Coldness and pain ...",/images_acupoints/SP_16_fullpage_130.png
SP-17,131,"transversus abdominis, and transversalis fascia – delving deeper will lead to the peritoneum. Locating the acupoint: With the patient lying in a supine position, locate the acupoint on the slightly elevated point horizontal to the navel, at 4 cun lateral to the navel. Indications: Coldness and pain ...",/images_acupoints/SP_16_fullpage_130.png
SP-18,131,"transversus abdominis, and transversalis fascia – delving deeper will lead to the peritoneum. Locating the acupoint: With the patient lying in a supine position, locate the acupoint on the slightly elevated point horizontal to the navel, at 4 cun lateral to the navel. Indications: Coldness and pain ...",/images_acupoints/SP_16_fullpage_130.png
SP-19,132,"extended outward at shoulder level to locate this acupoint in the intercostal space below the fifth rib and above the sixth rib, directly below zhongfu Central Treasury (LU-1) and yunmen Cloud Gate (LU-2), or 2 cun lateral to the nipple in the next intercostal space downward. Indications: Propping f...",/images_acupoints/LU_1_page131.jpeg
SP-2,122,"Figure 23 2. SP2 Dadu Great Metropolis (大都) (Figure 23) Location: On the medial side of the hallux, along the border between the red and white flesh in the depression in front of the base joint. Acupoint anatomy: Skin - subcutaneous tissue – dorsal digital nerve and vein of the medial side of the ha...",/images_acupoints/SP_3_page121.jpeg
SP-20,133,"artery - anterior and lateral cutaneous branches of the intercostal nerves - pectoralis major and pectoralis minor - intercostal muscle – the lungs. Locating the acupoint: With the patient lying in a supine position, locate the acupoint at 1 cun and 6 fens below xiongxiang Chest Village (SP-19), 2 c...",/images_acupoints/SP_19_fullpage_132.png
SP-21,45,| 28 | Atlas of Acupuncturology Atlas of Acupuncturology (xii) The collateral of the liver meridian (LR) liver diverging network vessel of the foot is called LV-5 (蠡溝). It begins five cun from the inner ankle and diverts into the lesser yang (少陽) gall bladder meridian channel of the foot. One of the...,/images_acupoints/CV_15_fullpage_44.png
SP-3,122,"Figure 23 2. SP2 Dadu Great Metropolis (大都) (Figure 23) Location: On the medial side of the hallux, along the border between the red and white flesh in the depression in front of the base joint. Acupoint anatomy: Skin - subcutaneous tissue – dorsal digital nerve and vein of the medial side of the ha...",/images_acupoints/SP_3_page121.jpeg
SP-4,44,| 27 | 【Chapter 2】Overview of Meridian and Collateral symptoms can be cured at the diverging point. (ix) The collateral of the stomach meridian (ST) stomach diverging network vessel of the foot is called ST-40 (豐隆). It begins at eight cun from the external ankle and diverts into the greater yin sple...,/images_acupoints/KI_4_fullpage_43.png
SP-5,123,"branches of the superficial fibular nerve and the dorsal digital artery - medial head of the flexor hallucis brevis and the abductor hallucis – first metatarsal bone. Locating the acupoint: In the area posterior and inferior to the metatarsophalangeal joint of the hallux, along the border between th...",/images_acupoints/SP_5_fullpage_122.png
SP-6,49,| 32 | Atlas of Acupuncturology Atlas of Acupuncturology channels diverging from the meridian vessel. The “branched and diverged” refers to a single branch with two paths. The “joined” means the merging of two branch channels. 6. The Links Between Channels Although the meridian vessel pathways form ...,/images_acupoints/GV_14_fullpage_48.png
SP-7,125,border of the tibia. Acupoint anatomy: Skin - subcutaneous tissue - great saphenous vein and the medial cutaneous branch of the saphenous nerve - crural fascia - medial crural cutaneous branches of the saphenous nerve - soleus muscle and flexor digitorum longus - tibial nerve and the posterior tibia...,/images_acupoints/SP_6_fullpage_124.png
SP-8,125,border of the tibia. Acupoint anatomy: Skin - subcutaneous tissue - great saphenous vein and the medial cutaneous branch of the saphenous nerve - crural fascia - medial crural cutaneous branches of the saphenous nerve - soleus muscle and flexor digitorum longus - tibial nerve and the posterior tibia...,/images_acupoints/SP_6_fullpage_124.png
SP-9,126,"medial cutaneous branch of the saphenous nerve - crural fascia - medial crural cutaneous branches of the saphenous nerve - soleus muscle - tibial nerve, saphenous nerve, and the posterior tibial artery and vein – the tibia. Locating the acupoint: Measure 5 cun down from the lower border of the patel...",/images_acupoints/SP_9_fullpage_125.png
ST-1,93,"Indications: Deviation of the mouth and eyes, edema, nasal polyps with profuse nasal discharge, nosebleeds, nasal congestion without the ability to smell, acute and chronic rhinitis, and facial nerve palsy. Section 3. Acupoints on the Yangming Stomach Meridian (ST) Channel of the Foot The yangming s...",/images_acupoints/ST_1_page92.jpeg
ST-10,99,"Locating the acupoint: Instruct the patient to place their neck sideways, and starting from the laryngeal prominence, locate the acupoint at 1 cun and 5 fens laterally, where the artery can be palpated, or at the inner border of the common carotid artery. Insert the needle here. Indications: Swollen...",/images_acupoints/ST_10_fullpage_98.png
ST-11,99,"Locating the acupoint: Instruct the patient to place their neck sideways, and starting from the laryngeal prominence, locate the acupoint at 1 cun and 5 fens laterally, where the artery can be palpated, or at the inner border of the common carotid artery. Insert the needle here. Indications: Swollen...",/images_acupoints/ST_10_fullpage_98.png
ST-12,89,"16. LI16 Jugu Great Bone (巨骨) (Figure 9) Location: On the upper aspect of the shoulder, at the midpoint of the outer half, along the line from the seventh cervical spinous process and jianyu Shoulder Bone (LI- 15). Acupoint anatomy: Skin - subcutaneous tissue – thoracoacromial vein – supraclavicular...",/images_acupoints/LI_18_fullpage_88.png
ST-13,100,"the superior border of the sternum and the medial border of the clavicle), at approximately 1 cun and 5 fens lateral to the tiantu Celestial Chimney (CV-22) acupoint of the conception vessel (CV). Indications: Shortness of breath, coughing and counterflow with qi ascent, persistent throat swelling, ...",/images_acupoints/CV_22_fullpage_99.png
ST-14,102,"14. ST14 Kufang Storeroom (庫房) (Figure 16) Location: On the chest, 1 cun and 6 fens below qihu Qi Door (ST-13), between the first and the second ribs, and 4 cun from the midline. Acupoint anatomy: Skin - subcutaneous tissue – inferior border of the first rib - perforating branches of the internal th...",/images_acupoints/ST_15_fullpage_101.png
ST-15,102,"14. ST14 Kufang Storeroom (庫房) (Figure 16) Location: On the chest, 1 cun and 6 fens below qihu Qi Door (ST-13), between the first and the second ribs, and 4 cun from the midline. Acupoint anatomy: Skin - subcutaneous tissue – inferior border of the first rib - perforating branches of the internal th...",/images_acupoints/ST_15_fullpage_101.png
ST-16,102,"14. ST14 Kufang Storeroom (庫房) (Figure 16) Location: On the chest, 1 cun and 6 fens below qihu Qi Door (ST-13), between the first and the second ribs, and 4 cun from the midline. Acupoint anatomy: Skin - subcutaneous tissue – inferior border of the first rib - perforating branches of the internal th...",/images_acupoints/ST_15_fullpage_101.png
ST-17,103,Acupoint anatomy: Skin - subcutaneous tissue – inferior border of the third rib - perforating branches of the internal thoracic artery and anterior and lateral cutaneous branches of the intercostal nerves - pectoralis major and pectoralis minor - lateral pectoral nerve and thoracoacromial artery - i...,/images_acupoints/ST_16_fullpage_102.png
ST-18,103,Acupoint anatomy: Skin - subcutaneous tissue – inferior border of the third rib - perforating branches of the internal thoracic artery and anterior and lateral cutaneous branches of the intercostal nerves - pectoralis major and pectoralis minor - lateral pectoral nerve and thoracoacromial artery - i...,/images_acupoints/ST_16_fullpage_102.png
ST-19,104,"posterior intercostal artery - anterior and lateral cutaneous branches of the intercostal nerves - pectoralis major and pectoralis minor - intercostal muscle. Locating the acupoint: With the patient sitting upright or lying in a supine position, palpate for the intercostal space between the fifth an...",/images_acupoints/ST_20_fullpage_103.png
ST-2,94,"1. ST1 Chengqi Tear Container (承泣)(Figure 13) Location: At 7 fens below the eye directly aligned with the pupil, in the depression above the orbital bone. Acupoint anatomy: Skin - subcutaneous tissue - orbicularis oculi muscle – second branch of the trigeminal nerve (infraorbital nerve) - infraorbit...",/images_acupoints/ST_2_fullpage_93.png
ST-20,104,"posterior intercostal artery - anterior and lateral cutaneous branches of the intercostal nerves - pectoralis major and pectoralis minor - intercostal muscle. Locating the acupoint: With the patient sitting upright or lying in a supine position, palpate for the intercostal space between the fifth an...",/images_acupoints/ST_20_fullpage_103.png
ST-21,106,"Locating the acupoint: With the patient lying in a supine position, lift their upper torso to locate the acupoint at 5 cun above the navel, 2 cun from the conception vessel, and 2 cun lateral to shangwan Upper Stomach Duct (CV-13). Indications: Difficulty consuming food and drink, abdominal distenti...",/images_acupoints/ST_20_fullpage_105.png
ST-22,106,"Locating the acupoint: With the patient lying in a supine position, lift their upper torso to locate the acupoint at 5 cun above the navel, 2 cun from the conception vessel, and 2 cun lateral to shangwan Upper Stomach Duct (CV-13). Indications: Difficulty consuming food and drink, abdominal distenti...",/images_acupoints/ST_20_fullpage_105.png
ST-23,107,"acupoint at 3 cun above the navel, 2 cun from the conception vessel, and 2 cun lateral to jianli Interior Strengthening (CV-11). Indications: Abdominal oppression and fullness, borborygmus and cutting pain, acute periumbilical pain, indigestion, and gastritis. 23. ST23 Taiyi Supreme Unity (太乙) (Figu...",/images_acupoints/CV_11_fullpage_106.png
ST-24,107,"acupoint at 3 cun above the navel, 2 cun from the conception vessel, and 2 cun lateral to jianli Interior Strengthening (CV-11). Indications: Abdominal oppression and fullness, borborygmus and cutting pain, acute periumbilical pain, indigestion, and gastritis. 23. ST23 Taiyi Supreme Unity (太乙) (Figu...",/images_acupoints/CV_11_fullpage_106.png
ST-25,104,"posterior intercostal artery - anterior and lateral cutaneous branches of the intercostal nerves - pectoralis major and pectoralis minor - intercostal muscle. Locating the acupoint: With the patient sitting upright or lying in a supine position, palpate for the intercostal space between the fifth an...",/images_acupoints/ST_20_fullpage_103.png
ST-26,108,"gastrointestinal diseases, retching counterflow, ascites, and menstrual disorders. 25. ST25 Tianshu Celestial Pivot (天樞) (Figure 17) Location: In the abdominal area, 2 cun lateral to the navel, and 1 cun below huaroumen Celestial Pivot (ST-25). Acupoint anatomy: Skin – branches of the paraumbilical ...",/images_acupoints/ST_26_fullpage_107.png
ST-27,109,"27. ST27 Daju Great Gigantic (大巨) (Figure 17) Location: In the abdominal area, 2 cun lateral to the navel, and 1 cun below wailing Outer Mound (ST-26). Acupoint anatomy: Skin - subcutaneous tissue - superficial epigastric artery and vein - anterior and lateral cutaneous branches of the intercostal n...",/images_acupoints/CV_5_fullpage_108.png
ST-28,109,"27. ST27 Daju Great Gigantic (大巨) (Figure 17) Location: In the abdominal area, 2 cun lateral to the navel, and 1 cun below wailing Outer Mound (ST-26). Acupoint anatomy: Skin - subcutaneous tissue - superficial epigastric artery and vein - anterior and lateral cutaneous branches of the intercostal n...",/images_acupoints/CV_5_fullpage_108.png
ST-29,110,"29. ST29 Guilai Return (歸來) (Figure 17) Location: On the lower abdomen, 2 cun lateral to the navel, 1 cun below shuidao Waterway (ST-28), and 2 cun lateral to zhongji Central Pole (CV-3). Acupoint anatomy: Skin - subcutaneous tissue - superficial epigastric artery and vein - anterior and lateral cut...",/images_acupoints/ST_28_fullpage_109.png
ST-3,94,"1. ST1 Chengqi Tear Container (承泣)(Figure 13) Location: At 7 fens below the eye directly aligned with the pupil, in the depression above the orbital bone. Acupoint anatomy: Skin - subcutaneous tissue - orbicularis oculi muscle – second branch of the trigeminal nerve (infraorbital nerve) - infraorbit...",/images_acupoints/ST_2_fullpage_93.png
ST-30,37,"| 20 | Atlas of Acupuncturology Atlas of Acupuncturology the yang vessels (陽脈之海).” The conception vessel (CV) runs through the chest and abdomen, controlling the yin vessel (陰脈) of the body; therefore, it is called the “sea of the yin vessels (陰脈之海)” The thoroughfare vessel (衝脈) begins at the Qi Tho...",/images_acupoints/ST_30_fullpage_36.png
ST-31,111,"Figure 18 31. ST31 Biguan Thigh Joint (髀關) (Figure 18) Location: On the thigh, along the line from the anterior superior iliac spine to the lateral superior border of the patella, at 1 chi and 2 cun above the lateral superior border of the patella. Acupoint anatomy: Skin - subcutaneous tissue - late...",/images_acupoints/ST_31_page110.jpeg
ST-32,112,"Indications: Induced pain in the lower abdomen, lumbar pain with cold knees, tension of the inner thigh muscles, and numbness in the feet. Figure 19 32. ST32 Futu Crouching Rabbit (伏兔) (Figure 19) Location: On the thigh, along the line from the anterior superior iliac spine to the lateral superior b...",/images_acupoints/ST_32_page111.jpeg
ST-33,113,"muscle belly. Indications: Pain in the lumbar region and the legs, cold knees, numbness, and urticarial across the entire body. 33. ST33 Yinshi Yin Market (陰市) (Figure 19) Location: On the thigh, along the line from the anterior superior iliac spine to the lateral superior border of the patella, and...",/images_acupoints/ST_33_fullpage_112.png
ST-34,113,"muscle belly. Indications: Pain in the lumbar region and the legs, cold knees, numbness, and urticarial across the entire body. 33. ST33 Yinshi Yin Market (陰市) (Figure 19) Location: On the thigh, along the line from the anterior superior iliac spine to the lateral superior border of the patella, and...",/images_acupoints/ST_33_fullpage_112.png
ST-35,114,"Indications: Pain and difficulty bending and extending the knees, feet, and lumbar region, and bi-syndrome caused by preponderant cold and numbness. Figure 20 35. ST35 Dubi Calf's Nose (犢鼻) (Figure 20) Location: On the knee, in the lateral depression between the patella and the patellar ligament of ...",/images_acupoints/ST_35_page113.jpeg
ST-36,51,"| 34 | Atlas of Acupuncturology Atlas of Acupuncturology vessel, collateral vessels, extra meridian, meridian divergence, meridian sinew, and cutaneous region, as well as the physiological functions of the meridian and collateral systems and pathological changes of the various parts of these systems...",/images_acupoints/LI_4_fullpage_50.png
ST-37,115,"Indications: Swelling and pain in the knee, difficulty kneeling and standing up, and leg qi. 36. ST36 Zusanli Leg Three Li (足三里) (Figure 20) Location: On the anterior and lateral aspect of the calf at 3 cun below dubi Calf's Nose (ST-35) and slightly more than 1 cun lateral to the tibia, in the inte...",/images_acupoints/ST_37_fullpage_114.png
ST-38,116,"from the tibia to locate a groove that appears when the foot is lifted. The acupoint is located in this groove. Indications: Hemilateral wind with leg qi (beriberi); soreness and pain in the leg and shin; numbness in the lumbar region, legs, and arms; borborygmus with abdominal pain, and diarrhea. 3...",/images_acupoints/ST_39_fullpage_115.png
ST-39,116,"from the tibia to locate a groove that appears when the foot is lifted. The acupoint is located in this groove. Indications: Hemilateral wind with leg qi (beriberi); soreness and pain in the leg and shin; numbness in the lumbar region, legs, and arms; borborygmus with abdominal pain, and diarrhea. 3...",/images_acupoints/ST_39_fullpage_115.png
ST-4,95,"acupoint directly below the pupil under the zygomatic bone, at 8 fens laterally from the nostril, and 3 fens from yingxing Welcome Fragrance (LI-20). Indications: Visual obstructions, blue blindness (optic atrophy), sightlessness, farsightedness, head wind, nasal congestion, pain and swelling of the...",/images_acupoints/ST_4_fullpage_94.png
ST-40,44,| 27 | 【Chapter 2】Overview of Meridian and Collateral symptoms can be cured at the diverging point. (ix) The collateral of the stomach meridian (ST) stomach diverging network vessel of the foot is called ST-40 (豐隆). It begins at eight cun from the external ankle and diverts into the greater yin sple...,/images_acupoints/KI_4_fullpage_43.png
ST-41,117,"measure 9 cun down from dubi Calf's Nose (ST-35) and slightly more than 1 cun laterally from the tibia to locate a groove that is visible when the foot is lifted. The acupoint is located in this groove. Indications: Heat in the stomach, small intestine qi; sloppy diarrhea or diarrhea containing pus ...",/images_acupoints/ST_42_fullpage_116.png
ST-42,117,"measure 9 cun down from dubi Calf's Nose (ST-35) and slightly more than 1 cun laterally from the tibia to locate a groove that is visible when the foot is lifted. The acupoint is located in this groove. Indications: Heat in the stomach, small intestine qi; sloppy diarrhea or diarrhea containing pus ...",/images_acupoints/ST_42_fullpage_116.png
ST-43,118,"longus – contains the anterior tibial artery and deep fibular nerve - talofibular ligament – between the talus and calcaneus. Locating the acupoint: Palpate for depression at the center of the front of the ankle, where shoelaces are tied. When the ankle is rotated, the acupoint becomes visible. Indi...",/images_acupoints/ST_42_page117.jpeg
ST-44,52,"| 35 | 【Chapter 2】Overview of Meridian and Collateral Through lengthy observations, the ancients found that when the viscera and bowels developed the disease, the corresponding locations on the limbs were affected. Similarly, diseases in the hands and feet also affected the corresponding viscera and...",/images_acupoints/LI_4_fullpage_51.png
ST-45,93,"Indications: Deviation of the mouth and eyes, edema, nasal polyps with profuse nasal discharge, nosebleeds, nasal congestion without the ability to smell, acute and chronic rhinitis, and facial nerve palsy. Section 3. Acupoints on the Yangming Stomach Meridian (ST) Channel of the Foot The yangming s...",/images_acupoints/ST_1_page92.jpeg
ST-5,95,"acupoint directly below the pupil under the zygomatic bone, at 8 fens laterally from the nostril, and 3 fens from yingxing Welcome Fragrance (LI-20). Indications: Visual obstructions, blue blindness (optic atrophy), sightlessness, farsightedness, head wind, nasal congestion, pain and swelling of the...",/images_acupoints/ST_4_fullpage_94.png
ST-6,96,"twitching of the lips, stiffness of the tongue with an inability to speak, deviation of the mouth, and an inability to close the eyes completely. Figure 14 6. ST6 Jiache Cheek Carriage (頰車) (Figure 14) Location: At 8 fens below the ear and in the depression anterior to the mandibular angle. Acupoint...",/images_acupoints/ST_6_page95.jpeg
ST-7,97,"Indications: Wind stroke with deviated mouth and eyes, trismus, neck stiffness with an inability to turn the head, swelling and pain in the cheeks and jaw, trigeminal neuralgia, and facial nerve palsy. 7. ST7 Xiaguan Below the Joint (下關) (Figure 14) Location: At the inferior border of the zygomatic ...",/images_acupoints/ST_8_fullpage_96.png
ST-8,97,"Indications: Wind stroke with deviated mouth and eyes, trismus, neck stiffness with an inability to turn the head, swelling and pain in the cheeks and jaw, trigeminal neuralgia, and facial nerve palsy. 7. ST7 Xiaguan Below the Joint (下關) (Figure 14) Location: At the inferior border of the zygomatic ...",/images_acupoints/ST_8_fullpage_96.png
ST-9,89,"16. LI16 Jugu Great Bone (巨骨) (Figure 9) Location: On the upper aspect of the shoulder, at the midpoint of the outer half, along the line from the seventh cervical spinous process and jianyu Shoulder Bone (LI- 15). Acupoint anatomy: Skin - subcutaneous tissue – thoracoacromial vein – supraclavicular...",/images_acupoints/LI_18_fullpage_88.png
TE-1,217,"sores) and rotting gums. 9. PC9 Zhongchong Central Hub (中衝) (Figure 61) Location: At the tip of the middle finger, in the depression a short distance from the corner of the nail. Acupoint anatomy: Skin - subcutaneous tissue - proper palmar digital branch of the median nerve and proper palmar digital...",/images_acupoints/PC_9_fullpage_216.png
TE-10,224,"Locating the acupoint: Between yangchi Yang Pool (TE-4) and the tip of the elbow (LI-12), locate the acupoint above the outer border outer face of the ulna, in a vertical line with huizong Convergence and Gathering (TE-7). Indications: Deafness, tinnitus, toothaches, and pain in the forearms or elbo...",/images_acupoints/TE_7_page223.jpeg
TE-11,225,"extended generates sensations of soreness between the two muscles. When the elbow is flat and extended, the point uniting point (合穴) is located at the transverse crease because it does not go beyond the elbow. When needling, the patient should be instructed to rest their hand on their knee before th...",/images_acupoints/TE_12_fullpage_224.png
TE-12,225,"extended generates sensations of soreness between the two muscles. When the elbow is flat and extended, the point uniting point (合穴) is located at the transverse crease because it does not go beyond the elbow. When needling, the patient should be instructed to rest their hand on their knee before th...",/images_acupoints/TE_12_fullpage_224.png
TE-13,225,"extended generates sensations of soreness between the two muscles. When the elbow is flat and extended, the point uniting point (合穴) is located at the transverse crease because it does not go beyond the elbow. When needling, the patient should be instructed to rest their hand on their knee before th...",/images_acupoints/TE_12_fullpage_224.png
TE-14,148,"Locating the acupoint: Instruct the patient to sit upright with their arms hanging down. The upper arm should be contacting the lateral costal area. On the posterior inferior side of the acromion process, below the joint between the scapula and the humerus in the back, under naoshu Upper Arm Transpo...",/images_acupoints/SI_9_page147.jpeg
TE-15,227,"Figure 65 15. TE15 Tianliao Celestial Bone-Hole (天髎) (Figure 65) Location: On the superior part of the scapula, above quepen Empty Basin (ST-12) (缺盆), at 1 cun behind and below jianjing Shoulder Well (GB-21) (肩井), where the flesh | 210 | Atlas of Acupuncturology Atlas of Acupuncturology",/images_acupoints/GB_21_page226.jpeg
TE-16,228,"rises when pressed. Acupoint anatomy: Skin - subcutaneous tissue - lateral supraclavicular nerve and accessory nerve – trapezius and supraspinatus - suprascapular artery, suprascapular nerve, and transverse cervical artery. Locating the acupoint: With the patient sitting upright, locate the acupoint...",/images_acupoints/SI_13_fullpage_227.png
TE-17,229,"Figure 66 17. TE17 Yifeng Wind Screen (翳風) (Figure 67) Location: Posterior and inferior to the root of the ear, in the depression at the sharp corner of the jaw (mandibular angle). Acupoint anatomy: Skin - subcutaneous tissue - parotid gland - branches from the cervical nerve (great auricular nerve ...",/images_acupoints/TE_17_page228.jpeg
TE-18,231,"Locating the acupoint: With the patient sitting upright, press their earlobes flat against their face. Then locate the acupoint behind and below the root of the ear wing in the depression formed when the mouth is open. When pressure is applied to this acupoint, the patient should experience induced ...",/images_acupoints/TE_20_fullpage_230.png
TE-19,231,"Locating the acupoint: With the patient sitting upright, press their earlobes flat against their face. Then locate the acupoint behind and below the root of the ear wing in the depression formed when the mouth is open. When pressure is applied to this acupoint, the patient should experience induced ...",/images_acupoints/TE_20_fullpage_230.png
TE-2,219,Acupoint anatomy: Skin - subcutaneous tissue – the dorsal digital nerve and vein - dorsal branches of the proper palmar digital branches of the ulnar nerve and proper palmar digital arteries - fourth distal phalanx (distal phalanx of the ring finger). Locating the acupoint: On the ulnar tip of the r...,/images_acupoints/TE_2_fullpage_218.png
TE-20,231,"Locating the acupoint: With the patient sitting upright, press their earlobes flat against their face. Then locate the acupoint behind and below the root of the ear wing in the depression formed when the mouth is open. When pressure is applied to this acupoint, the patient should experience induced ...",/images_acupoints/TE_20_fullpage_230.png
TE-21,232,"Indications: Heat in the body, the heaviness of the head, tinnitus, swelling and pain in the ear, vomiting among children, and panting. 20. TE20 Jiaosun Angle Vertex (角孫) (Figure 67) Location: On the temporal bone above the apex of the auricle, and below the hairline. Acupoint anatomy: Skin - subcut...",/images_acupoints/TE_21_fullpage_231.png
TE-22,234,"22. TE22 Erheliao Ear Harmony Crevice (耳和髎) (Figure 68) Location: Anterior to the ear and level with the sharp corner of the hairline, where the artery can be palpated. Acupoint anatomy: Skin - subcutaneous tissue – temporalis and auricularis anterior - temporal branch of the facial nerve - auriculo...",/images_acupoints/GB_1_fullpage_233.png
TE-23,217,"sores) and rotting gums. 9. PC9 Zhongchong Central Hub (中衝) (Figure 61) Location: At the tip of the middle finger, in the depression a short distance from the corner of the nail. Acupoint anatomy: Skin - subcutaneous tissue - proper palmar digital branch of the median nerve and proper palmar digital...",/images_acupoints/PC_9_fullpage_216.png
TE-3,219,Acupoint anatomy: Skin - subcutaneous tissue – the dorsal digital nerve and vein - dorsal branches of the proper palmar digital branches of the ulnar nerve and proper palmar digital arteries - fourth distal phalanx (distal phalanx of the ring finger). Locating the acupoint: On the ulnar tip of the r...,/images_acupoints/TE_2_fullpage_218.png
TE-4,220,"Locating the acupoint: Instruct the patient to close their hand into a fist. Locate the acupoint in the depression in the center of the space between the fourth and fifth metacarpal bones, 1 cun above yemen Humor Gate (TE-2). Extend the patient’s palm and apply and maintain pressure on the acupoint....",/images_acupoints/TE_2_fullpage_219.png
TE-5,215,"Acupoint anatomy: Skin - subcutaneous tissue - medial antebrachial cutaneous nerve, lateral antebrachial cutaneous nerve, and palmar branch of the median nerve - median antebrachial vein – between the flexor carpi radialis and palmaris longus - flexor digitorum superficialis and the tendon of the fl...",/images_acupoints/PC_6_fullpage_214.png
TE-6,215,"Acupoint anatomy: Skin - subcutaneous tissue - medial antebrachial cutaneous nerve, lateral antebrachial cutaneous nerve, and palmar branch of the median nerve - median antebrachial vein – between the flexor carpi radialis and palmaris longus - flexor digitorum superficialis and the tendon of the fl...",/images_acupoints/PC_6_fullpage_214.png
TE-7,222,"Acupoint anatomy: Skin - subcutaneous tissue - branch of the cephalic vein, posterior antebrachial cutaneous nerve, and posterior branch of the medial antebrachial cutaneous nerve - branch of the radial nerve, posterior interosseous artery, and posterior interosseous nerve - extensor digiti minimi, ...",/images_acupoints/TE_4_fullpage_221.png
TE-8,223,"posterior antebrachial cutaneous nerve, and posterior branch of the medial antebrachial cutaneous nerve - branch of the radial nerve, posterior interosseous artery, and posterior interosseous nerve - extensor digiti minimi, extensor digitorum, and extensor pollicis longus - between the ulna and radi...",/images_acupoints/TE_9_fullpage_222.png
TE-9,223,"posterior antebrachial cutaneous nerve, and posterior branch of the medial antebrachial cutaneous nerve - branch of the radial nerve, posterior interosseous artery, and posterior interosseous nerve - extensor digiti minimi, extensor digitorum, and extensor pollicis longus - between the ulna and radi...",/images_acupoints/TE_9_fullpage_222.png
